,Unnamed: 0,Unnamed: 0.1,domination_number,total_domination_number,connected_domination_number,independence_number,zero_forcing_number,diameter,radius,order,independent_domination_number,chromatic_number,matching_number,min_maximal_matching_number,triameter,min_degree,max_degree,clique_number,residue,annihilation_number,vertex_cover_number,girth,density,estrada_index,transitivity,global_efficiency,local_efficiency,wiener_index,algebraic_connectivity,k-slater-index,k_residual_index,randic_index,augmented_randic_index,harmonic_index,atom_bond_connectivity_index,sum_connectivity_index,first_zagreb_index,second_zagreb_index,slater,sub_total_domination_number,CW_disparity,closed_CW_disparity,inverse_disparity,closed_inverse_disparity,average_vertex_disparity,average_closed_vertex_disparity,irregularity,2-residue,number_of_degree_one_nodes,average_degree,number_of_min_degree_nodes,number_of_max_degree_nodes,is_bipartite,is_eulerian,is_planar,is_regular,is_cubic,is_not_K_n,is_triangle_free,is_claw_free,is_tree,is_at_free,has_bridges,is_chordal,is_2_edge_connected,is_distance_regular,is_strongly_regular,is_semieulerian,is_bull_free,is_complete_graph,is_sub_cubic,name,paired_domination_number,power_domination_number,2-power_domination_number,2-domination_number,2-forcing_number,total_forcing_number,networkx_graph
280,280.0,cubic84.txt,4,4,5,5,4,4,3,12,4,3,6,4,9,3,3,3,3,6,7,3,0.2727272727272727,43.61257699309336,0.1666666666666666,0.5833333333333331,0.1666666666666666,136.0,0.6916917833970263,2,3,6.0,6.0,6.0,12.0,7.348469228349535,108.0,162.0,3,4,6.0,6.0,12.0,12.0,1.0,1.0,1.0,4.5,0,3.0,12,12,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,graph-280,4,2,1,5,2,4,
281,281.0,cubic85.txt,3,5,5,5,4,3,3,12,3,3,6,4,9,3,3,3,3,6,7,3,0.2727272727272727,43.34214113436602,0.1666666666666666,0.5858585858585857,0.1666666666666666,134.0,0.8674001341977821,1,3,6.0,6.0,6.0,12.0,7.348469228349535,108.0,162.0,3,4,6.0,6.0,12.0,12.0,1.0,1.0,1.0,4.5,0,3.0,12,12,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,graph-281,6,2,1,6,2,4,
282,282.0,cubic86.txt,4,5,5,5,5,3,3,12,4,3,6,4,8,3,3,3,3,6,7,3,0.2727272727272727,42.79793503096616,0.0833333333333333,0.5858585858585856,0.0833333333333333,134.0,0.7275573043027501,2,3,6.0,6.0,6.0,12.0,7.348469228349535,108.0,162.0,3,4,6.0,6.0,12.0,12.0,1.0,1.0,1.0,4.5,0,3.0,12,12,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,graph-282,6,2,1,6,2,5,
283,283.0,cubic87.txt,4,5,5,5,4,3,3,12,4,3,6,4,8,3,3,3,3,6,7,3,0.2727272727272727,42.058145363632704,0.0833333333333333,0.5934343434343432,0.0833333333333333,131.0,0.9186419943691376,2,3,6.0,6.0,6.0,12.0,7.348469228349535,108.0,162.0,3,4,6.0,6.0,12.0,12.0,1.0,1.0,1.0,4.5,0,3.0,12,12,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,graph-283,6,2,1,6,2,4,
284,284.0,cubic88.txt,4,4,6,4,4,4,3,12,4,3,6,4,8,3,3,3,3,6,8,3,0.2727272727272727,43.25057048681576,0.1666666666666666,0.5871212121212119,0.1666666666666666,135.0,0.7639320225002109,2,2,6.0,6.0,6.0,12.0,7.348469228349535,108.0,162.0,3,4,6.0,6.0,12.0,12.0,1.0,1.0,1.0,4.5,0,3.0,12,12,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,graph-284,4,2,1,6,2,4,
285,285.0,cubic89.txt,3,4,5,5,4,3,3,12,3,3,6,4,9,3,3,3,3,6,7,3,0.2727272727272727,43.60341608090268,0.1666666666666666,0.5808080808080808,0.1666666666666666,136.0,1.0000000000000009,1,3,6.0,6.0,6.0,12.0,7.348469228349535,108.0,162.0,3,4,6.0,6.0,12.0,12.0,1.0,1.0,1.0,4.5,0,3.0,12,12,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,graph-285,4,2,1,6,2,4,
286,286.0,cubic9.txt,3,4,4,4,5,5,3,10,3,3,5,3,11,3,3,3,3,5,6,3,0.3333333333333333,42.60093824255674,0.4,0.5659259259259262,0.4666666666666667,111.0,0.2215428817416112,1,2,5.0,5.0,5.0,10.0,6.123724356957946,90.0,135.0,3,4,5.0,5.0,10.0,10.0,1.0,1.0,1.0,4.0,0,3.0,10,10,False,False,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,True,graph-286,4,2,1,4,2,5,
287,287.0,cubic90.txt,3,5,5,5,5,3,3,12,3,3,6,4,9,3,3,3,3,6,7,3,0.2727272727272727,42.23738894377347,0.0833333333333333,0.5883838383838382,0.0833333333333333,133.0,1.0000000000000016,1,3,6.0,6.0,6.0,12.0,7.348469228349535,108.0,162.0,3,4,6.0,6.0,12.0,12.0,1.0,1.0,1.0,4.5,0,3.0,12,12,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,graph-287,6,2,1,5,2,5,
288,288.0,cubic91.txt,3,5,5,5,4,3,3,12,3,3,6,4,9,3,3,3,3,6,7,3,0.2727272727272727,44.43130437563443,0.25,0.5833333333333331,0.25,135.0,0.8850924585232479,1,3,6.0,6.0,6.0,12.0,7.348469228349535,108.0,162.0,3,4,6.0,6.0,12.0,12.0,1.0,1.0,1.0,4.5,0,3.0,12,12,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,graph-288,6,2,1,5,2,4,
289,289.0,cubic92.txt,3,4,6,4,4,3,3,12,3,3,6,4,9,3,3,3,3,6,8,3,0.2727272727272727,45.76234939320383,0.3333333333333333,0.5757575757575758,0.3333333333333333,138.0,1.0000000000000004,1,2,6.0,6.0,6.0,12.0,7.348469228349535,108.0,162.0,3,4,6.0,6.0,12.0,12.0,1.0,1.0,1.0,4.5,0,3.0,12,12,False,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,graph-289,4,2,1,6,2,4,
290,290.0,cubic93.txt,3,5,5,5,5,3,3,12,3,3,6,4,9,3,3,3,3,6,7,3,0.2727272727272727,41.70908308730897,0.0833333333333333,0.5984848484848485,0.0833333333333333,129.0,1.0000000000000002,1,3,6.0,6.0,6.0,12.0,7.348469228349535,108.0,162.0,3,4,6.0,6.0,12.0,12.0,1.0,1.0,1.0,4.5,0,3.0,12,12,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,graph-290,6,2,1,5,2,5,
291,291.0,cubic94.txt,3,5,6,5,5,3,3,12,3,3,6,4,9,3,3,3,3,6,7,3,0.2727272727272727,44.2619991284278,0.25,0.5833333333333331,0.25,135.0,1.0000000000000009,1,3,6.0,6.0,6.0,12.0,7.348469228349535,108.0,162.0,3,4,6.0,6.0,12.0,12.0,1.0,1.0,1.0,4.5,0,3.0,12,12,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,graph-291,6,2,1,5,2,5,
292,292.0,cubic95.txt,4,4,6,6,4,4,4,12,4,2,6,4,8,3,3,2,3,6,6,4,0.2727272727272727,42.27026802552052,0.0,0.5681818181818182,0.0,144.0,1.0000000000000004,2,3,6.0,6.0,6.0,12.0,7.348469228349535,108.0,162.0,3,4,6.0,6.0,12.0,12.0,1.0,1.0,1.0,4.5,0,3.0,12,12,True,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,graph-292,4,2,1,6,2,4,
293,293.0,cubic96.txt,4,4,5,5,4,3,3,12,4,3,6,4,8,3,3,2,3,6,7,4,0.2727272727272727,41.69366212957414,0.0,0.5858585858585857,0.0,134.0,1.0000000000000022,2,3,6.0,6.0,6.0,12.0,7.348469228349535,108.0,162.0,3,4,6.0,6.0,12.0,12.0,1.0,1.0,1.0,4.5,0,3.0,12,12,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,graph-293,4,2,1,6,2,4,
294,294.0,cubic97.txt,4,5,5,5,4,3,3,12,4,3,6,4,8,3,3,2,3,6,7,4,0.2727272727272727,41.28733099909839,0.0,0.5909090909090908,0.0,132.0,1.0967880740884484,2,3,6.0,6.0,6.0,12.0,7.348469228349535,108.0,162.0,3,4,6.0,6.0,12.0,12.0,1.0,1.0,1.0,4.5,0,3.0,12,12,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,graph-294,6,2,1,6,2,4,
295,295.0,cubic98.txt,4,4,5,5,4,3,3,12,4,3,6,4,8,3,3,2,3,6,7,4,0.2727272727272727,41.34304892794193,0.0,0.5909090909090908,0.0,132.0,1.0327165484287724,2,3,6.0,6.0,6.0,12.0,7.348469228349535,108.0,162.0,3,4,6.0,6.0,12.0,12.0,1.0,1.0,1.0,4.5,0,3.0,12,12,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,graph-295,4,2,1,5,2,4,
296,296.0,cubic99.txt,4,4,5,5,4,3,3,12,4,3,6,4,8,3,3,2,3,6,7,4,0.2727272727272727,41.02128425989834,0.0,0.5959595959595959,0.0,130.0,1.066192692393424,2,3,6.0,6.0,6.0,12.0,7.348469228349535,108.0,162.0,3,4,6.0,6.0,12.0,12.0,1.0,1.0,1.0,4.5,0,3.0,12,12,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,graph-296,4,2,1,6,2,4,
297,297.0,dodecahedron11.txt,4,4,6,6,3,4,4,12,4,2,6,4,10,2,3,2,4,6,6,4,0.2575757575757575,39.672127383164586,0.0,0.5505050505050504,0.0,150.0,0.6248446128126837,2,3,5.9663264951887856,5.666666666666666,5.933333333333334,11.495093791412856,7.096082158030051,98.0,141.0,3,4,5.333333333333333,4.999999999999999,10.0,9.0,1.3333333333333333,1.5,1.7307692307692308,5.0,0,2.833333333333333,2,10,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,graph-297,4,1,1,6,1,3,
298,298.0,dodecahedron15.txt,4,5,7,6,4,4,4,14,4,3,7,5,9,3,3,2,4,7,8,4,0.2307692307692307,49.25588091342461,0.0,0.5256410256410253,0.0,217.0,0.7530203962825333,1,3,7.0,7.0,7.0,14.0,8.573214099741124,126.0,189.0,4,5,7.0,7.0,14.0,14.0,1.0,1.0,1.0,5.5,0,3.0,14,14,False,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,graph-298,6,2,1,7,2,4,
299,299.0,dodecahedron16.txt,4,6,8,8,3,5,5,16,4,2,8,6,12,2,3,2,5,8,8,4,0.1916666666666666,53.713605422408605,0.0,0.4724999999999998,0.0,332.0,0.4024815593183041,1,3,7.9663264951887856,7.666666666666666,7.933333333333333,15.495093791412856,9.545571900813233,134.0,195.0,4,6,7.333333333333333,7.0,14.0,13.0,1.25,1.375,1.5955882352941178,6.5,0,2.875,2,14,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,graph-299,6,1,1,8,1,3,
300,300.0,quartic2.txt,2,2,2,2,4,2,2,6,2,3,3,2,4,4,4,3,2,3,4,3,0.8,57.86882059961745,0.6666666666666666,0.9,0.8333333333333334,18.0,3.999999999999999,1,1,3.0,3.0,3.0,7.348469228349534,4.242640687119285,96.0,192.0,2,2,3.0,3.0,6.0,6.0,1.0,1.0,1.0,2.0,0,4.0,6,6,False,True,True,True,False,True,False,True,False,True,False,False,True,True,True,False,True,False,False,graph-300,2,1,1,2,3,4,
301,301.0,quartic3.txt,2,2,2,2,4,2,2,7,2,4,3,3,5,4,4,3,2,3,5,3,0.6666666666666666,60.4174939730133,0.5,0.8333333333333334,0.7222222222222222,28.0,3.198062264195164,1,1,3.5,3.5,3.5,8.573214099741122,4.949747468305832,112.0,224.0,2,2,3.5,3.5,7.0,7.0,1.0,1.0,1.0,2.5,0,4.0,7,7,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,graph-301,2,1,1,3,3,4,
302,302.0,quartic5.txt,2,2,2,2,4,2,2,8,2,4,4,3,5,4,4,4,2,4,6,3,0.5714285714285714,65.39321198178472,0.5,0.7857142857142857,0.5,40.0,2.0,1,1,4.0,4.0,4.0,9.797958971132712,5.65685424949238,128.0,256.0,2,2,4.0,4.0,8.0,8.0,1.0,1.0,1.0,2.5,0,4.0,8,8,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,graph-302,2,1,1,4,3,4,
graph3c.g6-graph1,,,1,2,1,2,1,2,1,3,1,2,1,1,4,1,2,2,2,2,1,1000000,0.6666666666666666,5.356367113217138,0,0.8333333333333334,0.0,4.0,1.0,1,1,1.414213562373095,1.0,1.3333333333333333,1.4142135623730951,1.1547005383792517,6.0,4.0,1,2,1.5,1.0,3.0,1.5,1.0,2.0,2.0,2.0,2,1.3333333333333333,2,1,True,False,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,graph3c.g6-graph1,2,1,1,2,1,2,
graph3c.g6-graph2,,,1,2,1,1,2,1,1,3,1,3,1,1,3,2,2,3,1,1,2,3,1.0,8.124814981273532,1.0,1.0,1.0,3.0,3.0,1,1,1.5,1.5,1.5,2.121320343559643,1.5,12.0,12.0,1,2,1.5,1.5,3.0,3.0,1.0,1.0,1.0,1.5,0,2.0,3,3,False,True,True,True,False,False,False,True,False,True,False,True,True,True,False,False,True,True,True,graph3c.g6-graph2,2,1,1,2,1,2,
graph4c.g6-graph1,,,1,2,1,3,2,2,1,4,1,2,1,1,6,1,3,2,3,3,1,1000000,0.5,7.829154880351856,0,0.75,0.0,9.0,1.0000000000000002,1,1,1.7320508075688776,1.0,1.5,2.449489742783178,1.5,12.0,9.0,1,2,2.0,1.3333333333333333,4.0,2.0,1.0,2.0,2.0,3.0,3,1.5,3,1,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,True,graph4c.g6-graph1,2,1,1,3,1,3,
graph4c.g6-graph2,,,2,2,2,2,1,3,2,4,2,2,2,1,6,1,2,2,2,2,2,1000000,0.5,7.635733837560592,0,0.7222222222222222,0.0,10.0,0.5857864376269051,1,1,1.914213562373095,1.5,1.8333333333333333,2.121320343559643,1.6547005383792517,10.0,8.0,2,2,1.6666666666666665,1.3333333333333333,3.0,2.0,1.5,2.0,2.0,2.5,2,1.5,2,2,True,False,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,graph4c.g6-graph2,2,1,1,3,1,2,
graph4c.g6-graph3,,,1,2,1,2,2,2,1,4,1,3,2,1,5,1,3,3,2,2,2,3,0.6666666666666666,10.719223348383276,0.6,0.8333333333333334,0.5833333333333334,8.0,1.0,1,1,1.893846850117352,1.5,1.8,2.9378169244873686,1.8944271909999157,18.0,19.0,1,2,1.4999999999999998,1.25,2.5,1.8333333333333333,1.75,2.25,2.4,2.5,1,2.0,1,1,False,False,True,False,False,True,False,True,False,True,True,True,False,False,False,True,True,False,True,graph4c.g6-graph3,2,1,1,3,1,2,
graph4c.g6-graph4,,,2,2,2,2,2,2,2,4,2,2,2,2,4,2,2,2,2,2,2,4,0.6666666666666666,9.524391382167263,0,0.8333333333333334,0.0,8.0,2.0,1,1,2.0,2.0,2.0,2.8284271247461903,2.0,16.0,16.0,2,2,2.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,0,2.0,4,4,True,True,True,True,False,True,True,True,False,True,False,False,True,True,True,False,True,False,True,graph4c.g6-graph4,2,1,1,2,1,2,
graph4c.g6-graph5,,,1,2,1,2,2,2,1,4,1,3,2,1,4,2,3,3,2,2,2,3,0.8333333333333334,14.533609285639919,0.75,0.9166666666666666,0.9166666666666667,7.0,1.9999999999999993,1,1,1.9663264951887856,1.6666666666666665,1.9333333333333333,3.495093791412857,2.1971026724636946,26.0,33.0,1,2,1.6666666666666665,1.3333333333333333,3.0,2.0,1.5,2.0,2.0,2.0,0,2.5,2,2,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,True,graph4c.g6-graph5,2,1,1,2,1,2,
graph4c.g6-graph6,,,1,2,1,1,3,1,1,4,1,4,2,2,3,3,3,4,1,2,3,3,1.0,21.189175246702003,1.0,1.0,1.0,6.0,3.9999999999999987,1,1,2.0,2.0,2.0,4.0,2.4494897427831783,36.0,54.0,1,2,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.5,0,3.0,4,4,False,False,True,True,True,False,False,True,False,True,False,True,True,True,False,False,True,True,True,graph4c.g6-graph6,2,1,1,2,2,3,
graph5c.g6-graph1,,,1,2,1,4,3,2,1,5,1,2,1,1,6,1,4,2,4,4,1,1000000,0.4,10.524391382167265,0,0.7,0.0,16.0,0.9999999999999994,1,1,2.0,1.0,1.6,3.4641016151377544,1.7888543819998317,20.0,16.0,1,2,2.5,1.6666666666666665,5.0,2.5,1.0,2.0,2.0,4.0,4,1.6,4,1,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,graph5c.g6-graph1,2,1,1,4,2,4,
graph5c.g6-graph2,,,2,2,2,3,2,3,2,5,2,2,2,1,8,1,3,2,3,3,2,1000000,0.4,10.118119614388572,0,0.6666666666666667,0.0,18.0,0.518805695907988,1,1,2.270055610029662,1.5,2.0666666666666664,3.0472067242285474,2.0245638646895836,16.0,14.0,2,2,2.1666666666666665,1.4999999999999998,4.0,2.1666666666666665,1.4,2.4,2.6,3.5,3,1.6,3,1,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,True,graph5c.g6-graph2,2,1,1,4,1,3,
graph5c.g6-graph3,,,1,2,1,3,2,2,1,5,1,3,2,1,6,1,4,3,3,3,2,3,0.5,13.543658627273345,0.375,0.75,0.4333333333333333,15.0,1.0000000000000009,1,1,2.2071067811865475,1.5,1.9666666666666668,3.85337115112852,2.210923771927642,26.0,28.0,1,2,1.9999999999999998,1.5833333333333333,3.5,2.3333333333333335,1.6,2.2,2.3333333333333335,3.5,2,2.0,2,1,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,True,False,False,graph5c.g6-graph3,2,1,1,4,1,3,
graph5c.g6-graph4,,,2,2,2,3,2,3,2,5,2,3,2,1,7,1,3,3,3,3,2,3,0.5,13.327247132754408,0.42857142857142855,0.7333333333333333,0.3333333333333333,16.0,0.6972243622680057,1,1,2.304530452640311,1.6666666666666665,2.1333333333333333,3.713873390895214,2.302675481463779,24.0,27.0,2,2,2.0,1.5,3.666666666666667,2.1666666666666665,1.8,2.4,2.6,3.0,2,2.0,2,2,False,False,True,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,True,graph5c.g6-graph4,2,1,1,3,1,2,
graph5c.g6-graph5,,,2,2,2,3,2,3,2,5,2,2,2,2,6,1,3,2,2,3,2,4,0.5,12.036494154311999,0,0.7333333333333334,0.0,16.0,0.8299135133739677,1,2,2.393846850117352,2.0,2.3,3.644923705673916,2.3944271909999157,22.0,23.0,2,2,1.9999999999999998,1.75,3.5,2.8333333333333335,1.6,2.0,2.2666666666666666,3.0,1,2.0,1,1,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,True,True,False,True,graph5c.g6-graph5,2,1,1,3,1,2,
graph5c.g6-graph6,,,1,2,1,3,2,2,1,5,1,3,2,1,6,1,4,3,3,3,2,3,0.6,17.51836841111037,0.5454545454545454,0.8,0.65,14.0,1.0000000000000018,1,1,2.3122784967090864,1.6666666666666665,2.1523809523809523,4.339949752898532,2.536101840436827,34.0,44.0,1,2,1.7499999999999998,1.2833333333333332,2.8333333333333335,1.7499999999999998,2.0,3.0,3.2666666666666666,3.0,1,2.4,1,1,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,True,True,False,False,graph5c.g6-graph6,2,1,1,3,1,2,
graph5c.g6-graph7,,,2,2,2,3,3,2,2,5,2,2,2,2,6,2,3,2,2,3,2,4,0.6,14.66877281966771,0,0.8,0.0,14.0,2.0000000000000013,1,3,2.4494897427831783,2.0,2.4000000000000004,4.242640687119286,2.6832815729997477,30.0,36.0,2,2,2.5,1.6666666666666665,5.0,2.5,1.0,2.0,2.0,2.5,0,2.4,3,2,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,True,graph5c.g6-graph7,2,1,1,2,1,3,
graph5c.g6-graph8,,,1,2,1,3,3,2,1,5,1,3,2,1,6,2,4,3,3,3,2,3,0.7,22.58875164759571,0.6,0.85,0.9,13.0,2.0000000000000004,1,1,2.3713203435596424,1.75,2.25,4.85501312281508,2.8030431333764523,44.0,64.0,1,2,2.1666666666666665,1.6666666666666665,4.0,2.5,1.4,2.0,2.0,3.0,0,2.8,3,2,False,True,True,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,graph5c.g6-graph8,2,1,1,2,1,3,
graph5c.g6-graph9,,,2,3,3,3,1,4,2,5,2,2,2,2,8,1,2,2,2,3,2,1000000,0.4,9.915316149982345,0,0.6416666666666667,0.0,20.0,0.3819660112501051,1,2,2.414213562373095,2.0,2.333333333333333,2.8284271247461903,2.1547005383792515,14.0,12.0,2,3,2.1666666666666665,1.8333333333333333,4.0,3.0,1.4,1.8,1.9333333333333333,3.0,2,1.6,2,3,True,False,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,graph5c.g6-graph9,4,1,1,3,1,2,
graph5c.g6-graph10,,,2,2,2,2,2,3,2,5,2,3,2,2,7,1,3,3,2,3,3,3,0.5,13.011845186295295,0.5,0.7166666666666668,0.4666666666666667,17.0,0.5188056959079848,1,1,2.431851652578137,2.0,2.3666666666666667,3.5355339059327378,2.4189910556895,22.0,24.0,2,2,2.0,1.583333333333333,3.5,2.333333333333333,1.6,2.2,2.3333333333333335,3.0,1,2.0,1,1,False,False,True,False,False,True,False,True,False,True,True,True,False,False,False,True,True,False,True,graph5c.g6-graph10,2,1,1,3,1,2,
graph5c.g6-graph11,,,1,2,1,2,3,2,1,5,1,3,2,2,5,2,4,3,2,3,3,3,0.6,16.619770555270417,0.6,0.8,0.8666666666666666,14.0,1.0000000000000002,1,1,2.414213562373095,2.0,2.333333333333333,4.242640687119286,2.6329931618554525,32.0,40.0,1,2,1.8333333333333333,1.6666666666666665,3.0,2.5,1.8,2.0,2.0,3.0,0,2.4,4,1,False,True,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,graph5c.g6-graph11,2,1,1,3,1,3,
graph5c.g6-graph12,,,2,2,2,2,2,3,2,5,2,3,2,2,6,1,3,3,2,3,3,3,0.6,17.18397966842047,0.6,0.7833333333333333,0.6000000000000001,15.0,0.8299135133739666,1,1,2.393846850117352,2.0,2.3,4.230710143300821,2.619172062391505,32.0,42.0,2,2,1.9999999999999998,1.6666666666666665,3.5,2.5,1.6,2.0,2.0,2.5,1,2.4,1,3,False,False,True,False,False,True,False,True,False,True,True,True,False,False,False,False,True,False,True,graph5c.g6-graph12,2,1,1,3,1,2,
graph5c.g6-graph13,,,1,2,1,2,3,2,1,5,1,4,2,2,5,1,4,4,2,3,3,3,0.7,24.382148640910838,0.8,0.85,0.7,13.0,1.0000000000000004,1,1,2.366025403784439,2.0,2.257142857142857,4.802517076888147,2.8058518859192287,44.0,67.0,1,2,1.833333333333333,1.5833333333333333,3.0,2.3333333333333335,1.8,2.2,2.3333333333333335,2.5,1,2.8,1,1,False,False,True,False,False,True,False,True,False,True,True,True,False,False,False,False,True,False,False,graph5c.g6-graph13,2,1,1,3,2,3,
graph5c.g6-graph14,,,2,3,3,2,2,2,2,5,2,3,2,2,5,2,2,2,2,2,3,5,0.5,11.49618632188367,0,0.75,0.0,15.0,1.381966011250105,1,1,2.5,2.5,2.5,3.5355339059327378,2.5,20.0,20.0,2,3,2.5,2.5,5.0,5.0,1.0,1.0,1.0,2.5,0,2.0,5,5,False,True,True,True,False,True,True,True,False,True,False,False,True,True,True,False,True,False,True,graph5c.g6-graph14,4,1,1,3,1,2,
graph5c.g6-graph15,,,2,2,2,2,2,2,2,5,2,3,2,2,5,2,3,3,2,3,3,3,0.6,15.392717904861,0.3333333333333333,0.8,0.3333333333333333,14.0,1.381966011250106,1,1,2.4663264951887856,2.1666666666666665,2.4333333333333336,4.202200572599405,2.6971026724636946,30.0,37.0,2,2,1.833333333333333,1.6666666666666665,3.0,2.5,1.8,2.0,2.0,2.5,0,2.4,3,2,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,True,graph5c.g6-graph15,2,1,1,3,1,2,
graph5c.g6-graph16,,,1,2,1,2,2,2,1,5,1,3,2,2,5,2,4,3,2,3,3,3,0.7,21.742127395986508,0.6428571428571429,0.85,0.8777777777777779,13.0,1.5857864376269066,1,1,2.434286964637233,2.0,2.3714285714285714,4.786088240148662,2.8751010084099593,42.0,61.0,1,2,1.4999999999999998,1.25,2.1666666666666665,1.6666666666666665,2.4,3.0,3.0,2.5,0,2.8,2,1,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False,graph5c.g6-graph16,2,1,1,3,1,2,
graph5c.g6-graph17,,,1,2,1,2,3,2,1,5,1,4,2,2,5,2,4,4,2,3,3,3,0.8,30.10691981131642,0.7894736842105263,0.9,0.9333333333333333,12.0,2.0000000000000004,1,1,2.4451406528991324,2.0833333333333335,2.392857142857143,5.275241562207167,3.0901561540217717,54.0,89.0,1,2,1.6666666666666665,1.5,2.666666666666667,2.1666666666666665,2.2,2.4,2.6,2.5,0,3.2,1,2,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False,graph5c.g6-graph17,2,1,1,2,1,3,
graph5c.g6-graph18,,,2,2,2,2,3,2,2,5,2,3,2,2,5,2,3,3,2,2,3,3,0.7,20.248462635349554,0.46153846153846156,0.85,0.4666666666666667,13.0,2.0000000000000013,1,1,2.4831632475943928,2.333333333333333,2.466666666666667,4.747546895706428,2.9356686433192314,40.0,57.0,2,2,2.1666666666666665,1.9999999999999998,4.0,3.5,1.4,1.6,1.8,2.0,0,2.8,1,4,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,graph5c.g6-graph18,2,1,1,2,1,3,
graph5c.g6-graph19,,,1,2,1,2,3,2,1,5,1,3,2,2,4,3,4,3,2,2,3,3,0.8,27.859379312789656,0.6666666666666666,0.9,0.8333333333333334,12.0,3.0000000000000018,1,1,2.488033871712585,2.333333333333333,2.4761904761904763,5.248655564138278,3.144851053892361,52.0,84.0,1,2,1.8333333333333333,1.6666666666666665,3.0,2.5,1.8,2.0,2.0,2.0,0,3.2,4,1,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,graph5c.g6-graph19,2,1,1,2,2,3,
graph5c.g6-graph20,,,1,2,1,2,3,2,1,5,1,4,2,2,4,3,4,4,2,2,3,3,0.9,40.240172416920906,0.875,0.95,0.95,11.0,3.0,1,1,2.4820508075688776,2.25,2.4642857142857144,5.7101006532948,3.3284470098351844,66.0,120.0,1,2,1.9999999999999998,1.6666666666666665,3.5,2.5,1.6,2.0,2.0,2.0,0,3.6,2,3,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False,graph5c.g6-graph20,2,1,1,2,2,3,
graph5c.g6-graph21,,,1,2,1,1,4,1,1,5,1,5,2,2,3,4,4,5,1,2,4,3,1.0,56.06966779782997,1.0,1.0,1.0,10.0,4.999999999999999,1,1,2.5,2.5,2.5,6.123724356957945,3.5355339059327373,80.0,160.0,1,2,2.5,2.5,5.0,5.0,1.0,1.0,1.0,1.5,0,4.0,5,5,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False,True,True,False,graph5c.g6-graph21,2,1,1,2,3,4,
